"row_id","age","gender","education_level","job_title","years_of_experience","salary"
3371,29,"Male","Master's","Senior Human Resources Manager",4,70000
3372,54,"Other","High School","Senior Software Engineer",29,158966
3373,36,"Female","Master's","Web Developer",7,85000
3374,30,"Male","High School","Junior HR Coordinator",2,33000
3375,43,"Female","PhD","Senior Human Resources Manager",15,150000
3376,30,"Female","Bachelor's","Junior HR Coordinator",4,60000
3377,34,"Male","Bachelor's","Junior Web Developer",3,50000
3378,25,"Male","Bachelor's","Junior Web Developer",2,50000
3379,25,"Female","Master's","Junior HR Generalist",1,32000
3380,45,"Female","Master's","Senior Human Resources Manager",18,160000
3381,37,"Male","PhD","Director of HR",11,115000
3382,33,"Male","PhD","Director of HR",9,120000
3383,43,"Male","Master's","Full Stack Engineer",20,167924
3384,32,"Male","Bachelor's","Junior Web Developer",2,45000
3385,22,"Female","High School","Junior HR Generalist",0,40000
3386,33,"Male","Bachelor's","Front-End Developer",9,117904
3387,33,"Female","Master's","Senior Project Engineer",10,113334
3388,24,"Female","High School","Junior HR Generalist",1,32000
3389,36,"Male","Bachelor's","Web Developer",10,100000
3390,52,"Female","PhD","Software Engineer Manager",29,194778
3391,45,"Male","PhD","Senior Human Resources Manager",12,120000
3392,29,"Female","Master's","Senior HR Generalist",4,75000
3393,28,"Male","Bachelor's","Full Stack Engineer",4,77606
3394,42,"Male","PhD","Director of HR",16,140000
3395,29,"Female","Master's","Web Developer",4,65000
3396,27,"Female","Bachelor's","Junior HR Coordinator",2,50000
3397,38,"Male","Bachelor's","Senior HR Generalist",8,95000
3398,38,"Male","Master's","Senior Human Resources Manager",11,110000
3399,27,"Female","Master's","Director of HR",5,80000
3400,24,"Female","Bachelor's","Web Developer",1,45000
3401,31,"Female","High School","Junior HR Coordinator",3,38000
3402,31,"Male","High School","Junior Web Developer",4,55000
3403,42,"Male","Master's","Web Developer",10,110000
3404,39,"Female","PhD","Director of HR",13,130000
3405,26,"Female","Bachelor's","Junior Web Developer",2,45000
3406,26,"Male","Bachelor's","Junior HR Generalist",2,50000
3407,36,"Male","Master's","Senior HR Generalist",7,89000
3408,32,"Female","Master's","Senior HR Generalist",7,80000
3409,28,"Male","High School","Junior HR Generalist",1,32000
3410,32,"Male","Bachelor's","Junior Web Developer",2,45000
3411,33,"Female","Bachelor's","Web Developer",5,70000
3412,24,"Female","High School","Junior HR Generalist",1,32000
3413,46,"Male","PhD","Director of HR",15,150000
3414,45,"Male","PhD","Senior Human Resources Manager",12,120000
3415,25,"Female","Bachelor's","Junior Web Developer",1,40000
3416,29,"Female","Master's","Web Developer",4,65000
3417,37,"Female","Master's","Senior Human Resources Manager",9,105000
3418,38,"Male","Bachelor's","Senior HR Generalist",8,95000
3419,36,"Female","Master's","Senior Project Engineer",11,134482
3420,30,"Male","Master's","Web Developer",4,65000
3421,27,"Female","Master's","Director of HR",5,80000
3422,54,"Male","PhD","Software Engineer Manager",30,184660
3423,43,"Female","PhD","Director of HR",14,140000
3424,31,"Female","High School","Junior HR Coordinator",3,38000
3425,30,"Female","Bachelor's","Senior Software Engineer",5,100151
3426,42,"Male","Master's","Web Developer",10,110000
3427,34,"Male","Bachelor's","Junior Web Developer",3,50000
3428,26,"Male","Master's","Full Stack Engineer",3,88678
3429,26,"Female","Bachelor's","Junior Web Developer",2,45000
3430,42,"Male","PhD","Data Scientist",13,140000
3431,26,"Female","High School","Junior HR Generalist",2,35000
3432,45,"Female","PhD","Senior Project Engineer",21,181285
3433,36,"Male","Master's","Senior HR Generalist",7,89000
3434,41,"Male","Master's","Senior HR Generalist",11,115000
3435,28,"Male","High School","Junior HR Generalist",1,32000
3436,29,"Female","Master's","Web Developer",5,70000
3437,33,"Female","Bachelor's","Web Developer",5,70000
3438,35,"Male","Bachelor's","Web Developer",6,80000
3439,46,"Male","PhD","Director of HR",15,150000
3440,38,"Male","Master's","Software Engineer Manager",16,154990
3441,27,"Female","High School","Junior HR Coordinator",1,30000
3442,25,"Female","Bachelor's","Junior Web Developer",1,40000
3443,31,"Female","Bachelor's","Full Stack Engineer",7,108204
3444,40,"Male","PhD","Director of HR",13,135000
3445,37,"Female","Master's","Senior Human Resources Manager",9,105000
3446,42,"Male","Master's","Senior Software Engineer",19,175684
3447,30,"Male","Master's","Web Developer",4,65000
3448,23,"Female","Bachelor's","Junior Web Developer",1,40000
3449,43,"Female","PhD","Director of HR",14,140000
3450,39,"Male","Master's","Senior HR Generalist",10,105000
3451,34,"Male","Bachelor's","Junior Web Developer",3,50000
3452,31,"Male","High School","Junior HR Generalist",2,35000
3453,26,"Female","High School","Junior HR Generalist",2,35000
3454,44,"Female","PhD","Senior Human Resources Manager",12,120000
3455,28,"Female","Bachelor's","Back-End Developer",5,77766
3456,41,"Male","Master's","Senior HR Generalist",11,115000
3457,34,"Female","Bachelor's","Human Resources Manager",6,75000
3458,29,"Female","Master's","Web Developer",5,70000
3459,48,"Male","PhD","Software Engineer Manager",24,192211
3460,28,"Male","High School","Junior Sales Associate",2,35000
3461,39,"Female","Master's","Marketing Manager",10,110000
3462,31,"Male","Bachelor's","Software Engineer",4,65000
3463,35,"Male","Bachelor's","Web Developer",6,80000
3464,45,"Male","PhD","Data Scientist",18,180000
3465,27,"Female","High School","Junior HR Coordinator",1,30000
3466,40,"Male","PhD","Director of HR",13,135000
3467,23,"Female","Bachelor's","Junior Web Developer",1,40000
3468,28,"Male","Master's","Web Developer",3,55000
3469,25,"Female","Bachelor's","Junior Software Developer",1,35000
3470,39,"Male","Master's","Senior HR Generalist",10,105000
3471,32,"Female","Bachelor's","Junior Web Developer",2,45000
3472,31,"Male","High School","Junior HR Generalist",2,35000
3473,40,"Female","Master's","Human Resources Manager",11,120000
3474,45,"Male","Master's","Director of HR",14,140000
3475,44,"Female","PhD","Senior Human Resources Manager",12,120000
3476,33,"Male","Bachelor's","Operations Manager",6,75000
3477,25,"Female","Bachelor's","Junior Software Developer",1,35000
3478,26,"Female","Bachelor's","Web Developer",3,55000
3479,28,"Male","Master's","Web Developer",3,55000
3480,29,"Female","High School","Junior Sales Associate",1,30000
3481,38,"Male","PhD","Senior Human Resources Manager",11,115000
3482,40,"Female","Master's","Human Resources Manager",12,130000
3483,44,"Male","PhD","Data Scientist",16,160000
3484,27,"Female","Master's","Senior HR Generalist",4,70000
3485,33,"Male","Bachelor's","Operations Manager",7,85000
3486,26,"Male","Bachelor's","Software Developer",3,60000
3487,33,"Male","High School","Junior HR Coordinator",3,38000
3488,36,"Female","Master's","Marketing Coordinator",8,85000
3489,42,"Female","Master's","Director of HR",13,135000
3490,29,"Female","High School","Junior Sales Associate",1,25000
3491,31,"Male","Bachelor's","Operations Manager",5,70000
3492,29,"Male","Bachelor's","Junior Web Developer",2,45000
3493,44,"Male","PhD","Data Scientist",15,150000
3494,27,"Female","Master's","Human Resources Coordinator",3,50000
3495,36,"Female","Master's","Web Developer",7,85000
3496,42,"Male","PhD","Data Scientist",13,140000
3497,28,"Male","Bachelor's","Software Developer",3,60000
3498,30,"Male","High School","Junior HR Generalist",1,32000
3499,34,"Female","Bachelor's","Human Resources Manager",6,75000
3500,43,"Female","PhD","Senior Human Resources Manager",15,150000
3501,28,"Male","High School","Junior Sales Associate",2,35000
3502,39,"Female","Master's","Marketing Manager",10,110000
3503,31,"Male","Bachelor's","Software Engineer",4,65000
3504,45,"Male","PhD","Data Scientist",18,180000
3505,25,"Female","Bachelor's","Junior Software Developer",1,35000
3506,34,"Male","Bachelor's","Web Developer",4,65000
3507,36,"Female","Master's","Marketing Coordinator",9,100000
3508,40,"Female","Master's","Human Resources Manager",11,120000
3509,32,"Female","Bachelor's","Junior Web Developer",2,45000
3510,33,"Male","Bachelor's","Operations Manager",6,75000
3511,31,"Male","Bachelor's","Operations Manager",6,75000
3512,29,"Female","High School","Junior Sales Associate",1,30000
3513,27,"Female","Master's","Human Resources Coordinator",3,50000
3514,44,"Male","PhD","Data Scientist",16,160000
3515,42,"Male","PhD","Data Scientist",14,140000
3516,26,"Male","Bachelor's","Software Developer",3,60000
3517,34,"Female","Bachelor's","Human Resources Manager",6,75000
3518,36,"Female","Master's","Marketing Coordinator",8,85000
3519,26,"Male","High School","Junior Sales Associate",2,30000
3520,31,"Male","Bachelor's","Operations Manager",5,70000
3521,39,"Female","Master's","Marketing Manager",11,120000
3522,25,"Female","Master's","Junior HR Generalist",1,32000
3523,27,"Female","Master's","Human Resources Coordinator",3,50000
3524,30,"Male","Bachelor's","Software Engineer",4,65000
3525,42,"Male","PhD","Data Scientist",13,140000
3526,47,"Male","PhD","Data Scientist",19,190000
3527,34,"Female","Bachelor's","Human Resources Manager",6,75000
3528,25,"Female","Bachelor's","Junior Software Developer",1,35000
3529,28,"Male","High School","Junior Sales Associate",2,35000
3530,40,"Female","Master's","Human Resources Manager",12,130000
3531,39,"Female","Master's","Marketing Manager",10,110000
3532,33,"Male","Bachelor's","Operations Manager",7,85000
3533,31,"Male","Bachelor's","Software Engineer",4,65000
3534,29,"Female","High School","Junior Sales Associate",1,25000
3535,45,"Male","PhD","Data Scientist",18,180000
3536,44,"Male","PhD","Data Scientist",15,150000
3537,25,"Female","Bachelor's","Junior Software Developer",1,35000
3538,28,"Male","Bachelor's","Software Developer",3,60000
3539,40,"Female","Master's","Human Resources Manager",11,120000
3540,36,"Female","Master's","Marketing Coordinator",9,100000
3541,33,"Male","Bachelor's","Operations Manager",6,75000
3542,31,"Male","Bachelor's","Operations Manager",6,75000
3543,37,"Male","PhD","Director of HR",12,120000
3544,29,"Female","High School","Junior Sales Associate",1,30000
3545,24,"Female","Bachelor's","Junior Web Developer",1,40000
3546,44,"Male","PhD","Data Scientist",16,160000
3547,39,"Male","Master's","Senior HR Generalist",9,95000
3548,26,"Male","Bachelor's","Software Developer",3,60000
3549,27,"Female","Master's","Human Resources Coordinator",3,50000
3550,36,"Female","Master's","Marketing Coordinator",8,85000
3551,31,"Male","High School","Junior HR Generalist",2,35000
3552,42,"Male","PhD","Data Scientist",14,140000
3553,44,"Female","PhD","Director of HR",14,140000
3554,34,"Female","Bachelor's","Human Resources Manager",6,75000
3555,28,"Male","Bachelor's","Web Developer",3,55000
3556,26,"Male","High School","Junior Sales Associate",2,30000
3557,32,"Female","Master's","Senior Human Resources Manager",6,80000
3558,39,"Female","Master's","Marketing Manager",11,120000
3559,45,"Male","PhD","Director of HR",13,135000
3560,30,"Male","Bachelor's","Software Engineer",4,65000
3561,26,"Female","Bachelor's","Junior Web Developer",2,45000
3562,47,"Male","PhD","Data Scientist",19,190000
3563,38,"Male","Master's","Senior HR Generalist",8,95000
3564,31,"Male","Bachelor's","Operations Manager",5,70000
3565,45,"Male","Master's","Director of HR",14,140000
3566,25,"Female","Bachelor's","Junior Software Developer",1,35000
3567,27,"Female","Master's","Human Resources Coordinator",3,50000
3568,27,"Female","High School","Junior HR Generalist",1,32000
3569,40,"Female","Master's","Human Resources Manager",12,130000
3570,42,"Male","PhD","Data Scientist",13,140000
3571,33,"Male","Bachelor's","Web Developer",5,70000
3572,33,"Male","Bachelor's","Operations Manager",7,85000
3573,34,"Female","Bachelor's","Human Resources Manager",6,75000
3574,42,"Female","Master's","Director of HR",12,120000
3575,28,"Male","High School","Junior Sales Associate",2,35000
3576,29,"Female","High School","Junior Sales Associate",1,25000
3577,29,"Male","Master's","Senior Human Resources Manager",4,70000
3578,39,"Female","Master's","Marketing Manager",10,110000
3579,36,"Female","Master's","Web Developer",7,85000
3580,44,"Male","PhD","Data Scientist",15,150000
3581,31,"Male","Bachelor's","Software Engineer",4,65000
3582,30,"Male","High School","Junior HR Coordinator",2,33000
3583,28,"Male","Bachelor's","Software Developer",3,60000
3584,45,"Male","PhD","Data Scientist",18,180000
3585,43,"Female","PhD","Senior Human Resources Manager",15,150000
3586,36,"Female","Master's","Marketing Coordinator",9,100000
3587,25,"Female","Bachelor's","Junior Software Developer",1,35000
3588,34,"Male","Bachelor's","Junior Web Developer",3,50000
3589,26,"Female","Bachelor's","Web Developer",3,55000
3590,31,"Male","Bachelor's","Operations Manager",6,75000
3591,25,"Female","Master's","Junior HR Generalist",1,32000
3592,40,"Female","Master's","Human Resources Manager",11,120000
3593,38,"Male","PhD","Senior Human Resources Manager",11,115000
3594,27,"Female","Master's","Human Resources Coordinator",3,50000
3595,37,"Male","PhD","Director of HR",11,115000
3596,27,"Female","Master's","Senior HR Generalist",4,70000
3597,33,"Male","Bachelor's","Operations Manager",6,75000
3598,33,"Male","High School","Junior HR Coordinator",3,38000
3599,29,"Female","High School","Junior Sales Associate",1,30000
3600,24,"Female","Bachelor's","Web Developer",1,40000
3601,42,"Female","Master's","Director of HR",13,135000
3602,44,"Male","PhD","Data Scientist",16,160000
3603,39,"Male","Master's","Senior HR Generalist",10,105000
3604,42,"Male","PhD","Data Scientist",14,140000
3605,29,"Male","Bachelor's","Junior Web Developer",2,45000
3606,31,"Male","High School","Junior HR Generalist",2,35000
3607,36,"Female","Master's","Web Developer",7,85000
3608,34,"Female","Bachelor's","Human Resources Manager",6,75000
3609,44,"Female","PhD","Director of HR",13,135000
3610,26,"Male","High School","Junior Sales Associate",2,30000
3611,28,"Male","Bachelor's","Web Developer",4,65000
3612,26,"Male","Bachelor's","Software Developer",3,60000
3613,39,"Female","Master's","Marketing Manager",11,120000
3614,30,"Male","High School","Junior HR Generalist",1,32000
3615,32,"Female","Master's","Senior Human Resources Manager",6,80000
3616,27,"Male","Bachelor's","Software Engineer",3,60000
3617,30,"Male","Bachelor's","Software Engineer",4,65000
3618,43,"Female","PhD","Senior Human Resources Manager",15,150000
3619,45,"Male","PhD","Director of HR",14,140000
3620,38,"Female","Master's","Marketing Manager",9,100000
3621,47,"Male","PhD","Data Scientist",19,190000
3622,34,"Male","Bachelor's","Web Developer",4,65000
3623,26,"Female","Bachelor's","Junior Web Developer",2,45000
3624,44,"Male","PhD","Data Scientist",15,150000
3625,25,"Female","Bachelor's","Junior Software Developer",1,35000
3626,38,"Male","Master's","Senior HR Generalist",8,95000
3627,30,"Female","Bachelor's","Human Resources Coordinator",4,55000
3628,27,"Female","High School","Junior HR Generalist",1,32000
3629,23,"Male","High School","Junior Sales Associate",1,30000
3630,40,"Female","Master's","Human Resources Manager",12,130000
3631,33,"Male","Bachelor's","Web Developer",5,70000
3632,28,"Female","Master's","Software Developer",5,70000
3633,33,"Male","Bachelor's","Operations Manager",7,85000
3634,42,"Female","Master's","Director of HR",12,120000
3635,34,"Male","Bachelor's","Operations Manager",8,90000
3636,29,"Female","High School","Junior Sales Associate",1,25000
3637,29,"Male","Master's","Senior Human Resources Manager",4,70000
3638,25,"Female","Master's","Marketing Coordinator",2,40000
3639,44,"Male","PhD","Data Scientist",15,150000
3640,36,"Female","Master's","Web Developer",7,85000
3641,41,"Male","PhD","Data Scientist",12,130000
3642,28,"Male","Bachelor's","Software Developer",3,60000
3643,30,"Male","High School","Junior HR Coordinator",2,33000
3644,33,"Female","Bachelor's","Human Resources Manager",6,75000
3645,43,"Female","PhD","Senior Human Resources Manager",15,150000
3646,36,"Female","Master's","Marketing Coordinator",9,100000
3647,26,"Male","High School","Junior Sales Associate",2,35000
3648,34,"Male","Bachelor's","Junior Web Developer",3,50000
3649,37,"Female","Master's","Marketing Manager",10,110000
3650,25,"Female","Master's","Junior HR Generalist",1,32000
3651,29,"Male","Bachelor's","Software Engineer",4,65000
3652,37,"Male","PhD","Director of HR",11,115000
3653,25,"Female","Master's","Junior HR Generalist",1,32000
3654,46,"Male","PhD","Data Scientist",18,180000
3655,24,"Female","Bachelor's","Web Developer",1,40000
3656,37,"Male","PhD","Director of HR",12,120000
3657,26,"Female","Bachelor's","Junior Software Developer",1,35000
3658,39,"Male","Master's","Senior HR Generalist",10,105000
3659,24,"Female","Bachelor's","Junior Web Developer",1,40000
3660,39,"Female","Master's","Human Resources Manager",11,120000
3661,31,"Male","High School","Junior HR Generalist",2,35000
3662,39,"Male","Master's","Senior HR Generalist",9,95000
3663,32,"Male","Bachelor's","Operations Manager",6,75000
3664,31,"Male","Bachelor's","Operations Manager",6,75000
3665,44,"Female","PhD","Director of HR",13,135000
3666,31,"Male","High School","Junior HR Generalist",2,35000
3667,28,"Female","High School","Junior Sales Associate",1,30000
3668,44,"Female","PhD","Director of HR",14,140000
3669,43,"Male","PhD","Data Scientist",16,160000
3670,27,"Male","Bachelor's","Software Developer",3,60000
3671,27,"Female","Master's","Human Resources Coordinator",3,50000
3672,42,"Male","PhD","Data Scientist",14,140000
3673,35,"Female","Master's","Marketing Coordinator",8,85000
3674,34,"Female","Bachelor's","Human Resources Manager",6,75000
3675,28,"Male","Bachelor's","Web Developer",3,55000
3676,30,"Male","Bachelor's","Operations Manager",5,70000
3677,32,"Female","Master's","Senior Human Resources Manager",6,80000
3678,26,"Female","Master's","Human Resources Coordinator",3,50000
3679,45,"Male","PhD","Director of HR",13,135000
3680,28,"Male","Bachelor's","Web Developer",4,65000
3681,26,"Female","Bachelor's","Junior Web Developer",2,45000
3682,32,"Female","Master's","Senior Human Resources Manager",6,80000
3683,45,"Male","PhD","Director of HR",14,140000
3684,26,"Female","Bachelor's","Junior Web Developer",2,45000
3685,38,"Male","Master's","Senior HR Generalist",8,95000
3686,38,"Male","Master's","Senior HR Generalist",8,95000
3687,27,"Female","High School","Junior HR Generalist",1,32000
3688,27,"Female","High School","Junior HR Generalist",1,32000
3689,33,"Male","Bachelor's","Web Developer",5,70000
3690,33,"Male","Bachelor's","Web Developer",5,70000
3691,42,"Female","Master's","Director of HR",12,120000
3692,42,"Female","Master's","Director of HR",12,120000
3693,26,"Male","High School","Junior Sales Associate",2,30000
3694,29,"Male","Master's","Senior Human Resources Manager",4,70000
3695,36,"Female","Master's","Web Developer",7,85000
3696,39,"Female","Master's","Marketing Manager",11,120000
3697,30,"Male","High School","Junior HR Coordinator",2,33000
3698,41,"Male","PhD","Data Scientist",13,140000
3699,30,"Male","Bachelor's","Software Engineer",4,65000
3700,43,"Female","PhD","Senior Human Resources Manager",15,150000
3701,33,"Female","Bachelor's","Human Resources Manager",6,75000
3702,47,"Male","PhD","Data Scientist",19,190000
3703,34,"Male","Bachelor's","Junior Web Developer",3,50000
3704,27,"Male","High School","Junior Sales Associate",2,35000
3705,25,"Female","Bachelor's","Junior Software Developer",1,35000
3706,25,"Female","Master's","Junior HR Generalist",1,32000
3707,38,"Female","Master's","Marketing Manager",10,110000
3708,29,"Male","Master's","Senior Human Resources Manager",4,70000
3709,40,"Female","Master's","Human Resources Manager",12,130000
3710,29,"Male","Bachelor's","Software Engineer",4,65000
3711,37,"Male","PhD","Director of HR",11,115000
3712,46,"Male","PhD","Data Scientist",18,180000
3713,24,"Female","Bachelor's","Web Developer",1,40000
3714,26,"Female","Bachelor's","Junior Software Developer",1,35000
3715,39,"Male","Master's","Senior HR Generalist",10,105000
3716,39,"Female","Master's","Human Resources Manager",11,120000
3717,31,"Male","High School","Junior HR Generalist",2,35000
3718,36,"Female","Master's","Web Developer",7,85000
3719,32,"Male","Bachelor's","Operations Manager",6,75000
3720,30,"Male","High School","Junior HR Coordinator",2,33000
3721,28,"Female","High School","Junior Sales Associate",1,30000
3722,43,"Female","PhD","Senior Human Resources Manager",15,150000
3723,44,"Female","PhD","Director of HR",13,135000
3724,34,"Male","Bachelor's","Junior Web Developer",3,50000
3725,28,"Male","Bachelor's","Web Developer",4,65000
3726,25,"Female","Master's","Junior HR Generalist",1,32000
3727,32,"Female","Master's","Senior Human Resources Manager",6,80000
3728,37,"Male","PhD","Director of HR",11,115000
3729,45,"Male","PhD","Director of HR",14,140000
3730,33,"Male","Bachelor's","Operations Manager",7,85000
3731,29,"Female","High School","Junior Sales Associate",1,25000
3732,24,"Female","Bachelor's","Web Developer",1,40000
3733,44,"Male","PhD","Data Scientist",15,150000
3734,39,"Male","Master's","Senior HR Generalist",10,105000
3735,28,"Male","Bachelor's","Software Developer",3,60000
3736,43,"Male","PhD","Data Scientist",16,160000
3737,27,"Male","Bachelor's","Software Developer",3,60000
3738,35,"Female","Master's","Marketing Coordinator",8,85000
3739,36,"Female","Master's","Marketing Coordinator",9,100000
3740,30,"Male","Bachelor's","Operations Manager",5,70000
3741,31,"Male","Bachelor's","Operations Manager",6,75000
3742,31,"Male","High School","Junior HR Generalist",2,35000
3743,26,"Female","Master's","Human Resources Coordinator",3,50000
3744,44,"Female","PhD","Director of HR",13,135000
3745,27,"Female","Master's","Human Resources Coordinator",3,50000
3746,41,"Male","PhD","Data Scientist",13,140000
3747,28,"Male","Bachelor's","Web Developer",4,65000
3748,42,"Male","PhD","Data Scientist",14,140000
3749,33,"Female","Bachelor's","Human Resources Manager",6,75000
3750,32,"Female","Master's","Senior Human Resources Manager",6,80000
3751,34,"Female","Bachelor's","Human Resources Manager",6,75000
3752,45,"Male","PhD","Director of HR",14,140000
3753,27,"Male","High School","Junior Sales Associate",2,35000
3754,26,"Male","High School","Junior Sales Associate",2,30000
3755,26,"Female","Bachelor's","Junior Web Developer",2,45000
3756,38,"Female","Master's","Marketing Manager",10,110000
3757,39,"Female","Master's","Marketing Manager",11,120000
3758,38,"Male","Master's","Senior HR Generalist",8,95000
3759,29,"Male","Bachelor's","Software Engineer",4,65000
3760,30,"Male","Bachelor's","Software Engineer",4,65000
3761,27,"Female","High School","Junior HR Generalist",1,32000
3762,46,"Male","PhD","Data Scientist",18,180000
3763,47,"Male","PhD","Data Scientist",19,190000
3764,26,"Female","Bachelor's","Junior Software Developer",1,35000
3765,25,"Female","Bachelor's","Junior Software Developer",1,35000
3766,39,"Female","Master's","Human Resources Manager",11,120000
3767,40,"Female","Master's","Human Resources Manager",12,130000
3768,32,"Male","Bachelor's","Operations Manager",6,75000
3769,33,"Male","Bachelor's","Operations Manager",7,85000
3770,28,"Female","High School","Junior Sales Associate",1,30000
3771,29,"Female","High School","Junior Sales Associate",1,25000
3772,43,"Male","PhD","Data Scientist",16,160000
3773,44,"Male","PhD","Data Scientist",15,150000
3774,27,"Male","Bachelor's","Software Developer",3,60000
3775,28,"Male","Bachelor's","Software Developer",3,60000
3776,35,"Female","Master's","Marketing Coordinator",8,85000
3777,36,"Female","Master's","Marketing Coordinator",9,100000
3778,30,"Male","Bachelor's","Operations Manager",5,70000
3779,31,"Male","Bachelor's","Operations Manager",6,75000
3780,26,"Female","Master's","Human Resources Coordinator",3,50000
3781,27,"Female","Master's","Human Resources Coordinator",3,50000
3782,33,"Male","Bachelor's","Web Developer",5,70000
3783,42,"Male","PhD","Data Scientist",14,140000
3784,42,"Female","Master's","Director of HR",12,120000
3785,34,"Female","Bachelor's","Human Resources Manager",6,75000
3786,29,"Male","Master's","Senior Human Resources Manager",4,70000
3787,26,"Male","High School","Junior Sales Associate",2,30000
3788,41,"Male","PhD","Data Scientist",13,140000
3789,36,"Female","Master's","Web Developer",7,85000
3790,33,"Female","Bachelor's","Human Resources Manager",6,75000
3791,39,"Female","Master's","Marketing Manager",11,120000
3792,30,"Male","High School","Junior HR Coordinator",2,33000
3793,26,"Female","Bachelor's","Junior Web Developer",2,45000
3794,27,"Male","High School","Junior Sales Associate",2,35000
3795,43,"Female","PhD","Senior Human Resources Manager",15,150000
3796,30,"Male","Bachelor's","Software Engineer",4,65000
3797,38,"Male","Master's","Senior HR Generalist",8,95000
3798,38,"Female","Master's","Marketing Manager",10,110000
3799,47,"Male","PhD","Data Scientist",19,190000
3800,29,"Male","Bachelor's","Software Engineer",4,65000
3801,34,"Male","Bachelor's","Junior Web Developer",3,50000
3802,46,"Male","PhD","Data Scientist",18,180000
3803,25,"Female","Master's","Junior HR Generalist",1,32000
3804,26,"Female","Bachelor's","Junior Software Developer",1,35000
3805,37,"Male","PhD","Director of HR",11,115000
3806,39,"Female","Master's","Human Resources Manager",11,120000
3807,27,"Female","High School","Junior HR Generalist",1,32000
3808,32,"Male","Bachelor's","Operations Manager",6,75000
3809,33,"Male","Bachelor's","Web Developer",5,70000
3810,42,"Female","Master's","Director of HR",12,120000
3811,29,"Male","Master's","Senior Human Resources Manager",4,70000
3812,24,"Female","Bachelor's","Web Developer",1,40000
3813,36,"Female","Master's","Web Developer",7,85000
3814,25,"Female","Bachelor's","Junior Software Developer",1,35000
3815,39,"Male","Master's","Senior HR Generalist",10,105000
3816,30,"Male","High School","Junior HR Coordinator",2,33000
3817,40,"Female","Master's","Human Resources Manager",12,130000
3818,43,"Female","PhD","Senior Human Resources Manager",15,150000
3819,33,"Male","Bachelor's","Operations Manager",7,85000
3820,34,"Male","Bachelor's","Junior Web Developer",3,50000
3821,31,"Male","High School","Junior HR Generalist",2,35000
3822,29,"Female","High School","Junior Sales Associate",1,25000
3823,28,"Female","High School","Junior Sales Associate",1,30000
3824,44,"Female","PhD","Director of HR",13,135000
3825,44,"Male","PhD","Data Scientist",15,150000
3826,28,"Male","Bachelor's","Web Developer",4,65000
3827,43,"Male","PhD","Data Scientist",16,160000
3828,28,"Male","Bachelor's","Software Developer",3,60000
3829,25,"Female","Master's","Junior HR Generalist",1,32000
3830,32,"Female","Master's","Senior Human Resources Manager",6,80000
3831,27,"Male","Bachelor's","Software Developer",3,60000
3832,36,"Female","Master's","Marketing Coordinator",9,100000
3833,45,"Male","PhD","Director of HR",14,140000
3834,35,"Female","Master's","Marketing Coordinator",8,85000
3835,26,"Female","Bachelor's","Junior Web Developer",2,45000
3836,31,"Male","Bachelor's","Operations Manager",6,75000
3837,30,"Male","Bachelor's","Operations Manager",5,70000
3838,37,"Male","PhD","Director of HR",11,115000
3839,26,"Female","Master's","Human Resources Coordinator",3,50000
3840,27,"Female","Master's","Human Resources Coordinator",3,50000
3841,41,"Male","PhD","Data Scientist",13,140000
3842,38,"Male","Master's","Senior HR Generalist",8,95000
3843,42,"Male","PhD","Data Scientist",14,140000
3844,33,"Female","Bachelor's","Human Resources Manager",6,75000
3845,27,"Female","High School","Junior HR Generalist",1,32000
3846,34,"Female","Bachelor's","Human Resources Manager",6,75000
3847,33,"Male","Bachelor's","Web Developer",5,70000
3848,26,"Male","High School","Junior Sales Associate",2,30000
3849,42,"Female","Master's","Director of HR",12,120000
3850,39,"Female","Master's","Marketing Manager",11,120000
3851,27,"Male","High School","Junior Sales Associate",2,35000
3852,30,"Male","Bachelor's","Software Engineer",4,65000
3853,28,"Male","Bachelor's","Software Engineer",3,60000
3854,38,"Female","Master's","Marketing Manager",10,110000
3855,47,"Male","PhD","Data Scientist",19,190000
3856,37,"Female","Master's","Marketing Manager",9,100000
3857,29,"Male","Master's","Senior Human Resources Manager",4,70000
3858,25,"Female","Bachelor's","Junior Software Developer",1,35000
3859,43,"Male","PhD","Data Scientist",15,150000
3860,40,"Female","Master's","Human Resources Manager",12,130000
3861,29,"Male","Bachelor's","Software Engineer",4,65000
3862,46,"Male","PhD","Data Scientist",18,180000
3863,26,"Female","Bachelor's","Junior Software Developer",1,35000
3864,39,"Female","Master's","Human Resources Manager",11,120000
3865,32,"Male","Bachelor's","Operations Manager",6,75000
3866,28,"Female","High School","Junior Sales Associate",1,30000
3867,33,"Male","Bachelor's","Operations Manager",7,85000
3868,31,"Female","Bachelor's","Human Resources Coordinator",4,55000
3869,43,"Male","PhD","Data Scientist",16,160000
3870,36,"Female","Master's","Web Developer",7,85000
3871,29,"Female","High School","Junior Sales Associate",1,25000
3872,24,"Male","High School","Junior Sales Associate",1,30000
3873,30,"Male","High School","Junior HR Coordinator",2,33000
3874,44,"Male","PhD","Data Scientist",15,150000
3875,43,"Female","PhD","Senior Human Resources Manager",15,150000
3876,29,"Female","Master's","Software Developer",5,70000
3877,34,"Male","Bachelor's","Junior Web Developer",3,50000
3878,35,"Male","Bachelor's","Operations Manager",8,90000
3879,27,"Male","Bachelor's","Software Developer",3,60000
3880,35,"Female","Master's","Marketing Coordinator",8,85000
